,word1,word2,similarity,path_max,lch_max,wup_max,res_brown_max,jcn_brown_max,lin_brown_max,res_semcor_max,jcn_semcor_max,lin_semcor_max,path_ave,lch_ave,wup_ave,res_brown_ave,jcn_brown_ave,lin_brown_ave,res_semcor_ave,jcn_semcor_ave,lin_semcor_ave
10,activity,skiing,3.45,0.25,2.2512917986064953,0.8,3.143520233107207,0.10665336166378235,0.401389017153745,3.3825552972316535,1e-300,6.765110594463307e-300,0.1105838605838606,1.3257531191294811,0.3172376642964878,0.8220346428000874,0.062013234068922486,0.09636875209321155,0.9534676312316629,9.166666666666666e-301,1.77703245745453e-300
11,addition,segment,2.5,0.25,2.2512917986064953,0.7272727272727273,5.7334566453604685,0.19621492589865835,0.6923057554079399,6.437883679854993,0.21111038117863826,0.7310532497807906,0.1047709235209235,1.308810283506516,0.25459956709956705,0.7189167130194383,0.07043485288213325,0.08504582924737686,0.7363176414158293,0.02728487944933289,0.06092110414839921
12,adhesive,glue,4.608695652,0.3333333333333333,2.538973871058276,0.875,10.246092207886281,0.8861593198276584,0.9478061358392308,9.97400037941652,0.5581106265512474,0.9175814521212934,0.3333333333333333,2.538973871058276,0.875,10.246092207886281,0.8861593198276584,0.9478061358392308,9.97400037941652,0.5581106265512474,0.9175814521212934
13,adult,dentist,2.47826087,0.2,2.0281482472922856,0.6,4.910252402015155,0.16421408528676007,0.617249085396499,4.227797188876366,0.1552951683585995,0.5676821579619461,0.15555555555555556,1.734254914841226,0.6,3.567201436623505,0.11119622274218496,0.41141923302180616,3.0254243859157652,0.10675565525296057,0.3713890057704541
14,adult,doctor,2.782608696,0.2,2.0281482472922856,0.6666666666666666,4.910252402015155,0.31827990803974054,0.7576150895033157,4.227797188876366,0.36247129303005304,0.7539921070706236,0.13563224969474968,1.566242454492768,0.5071244287188559,2.0312242878977633,0.10561500239263208,0.26192078914841327,1.687944653634342,0.08518443951194438,0.17137623802260266
15,afternoon,substance,1.0,0.25,2.2512917986064953,0.7272727272727273,3.8478154212435802,0.1720056223651999,0.5696503246209247,4.038224738169126,0.12940737061736537,0.5110388099895367,0.11307720057720058,1.4192607543467954,0.30567527710384856,0.6581341637373954,0.07250902707959665,0.08821888227940909,0.7894983006174358,0.055361982606998664,0.0869953729457195
16,age,childhood,3.782608696,0.3333333333333333,2.538973871058276,0.8571428571428571,6.818768521631906,0.23959097569145235,0.7656669679232914,7.243971271595534,0.2994196038922704,0.8126630072154142,0.18055555555555555,1.8088940843491017,0.5333000333000333,2.651791427465089,0.09735066133005717,0.28873271961101943,2.8306728177335083,0.10974032318196947,0.31218539151443864
17,agency,army,2.916666667,0.5,2.9444389791664407,0.9411764705882353,7.200170189808435,0.4342944819032519,0.8621448023120397,7.111799498487051,0.1452328411284044,0.5307328064823572,0.1325428275428275,1.480643803561917,0.4290181713711125,2.063820559820898,0.0964589922495524,0.23385073794232134,2.1907331739363824,0.04371736488323533,0.13691570285492
18,agency,office,3.857142857,1.0,3.6375861597263857,1.0,7.200170189808435,1e+300,1.0,7.111799498487051,1e+300,1.0,0.13147106861392577,1.3739460609821803,0.36185744694148053,1.277641033721435,2.857142857142857e+298,0.1601209198303939,1.4088992254576491,2.857142857142857e+298,0.09982456279195678
19,agency,police,3.19047619,0.3333333333333333,2.538973871058276,0.8888888888888888,7.200170189808435,0.8867585644166576,0.927376381838664,7.111799498487051,1.312094801098928,0.9491423112631414,0.16040404040404038,1.6799708195214258,0.49645909645909636,2.579099780089814,0.23527021082342908,0.31476860359805003,2.668747171484615,0.3091161848803873,0.31554431081582596
20,agent,spy,4.0,0.3333333333333333,2.538973871058276,0.9166666666666666,8.112970516742822,0.2934108361337697,0.8264150148061555,9.126702519029315,0.798235600147928,0.9357760597532819,0.1335756019579549,1.524742438586758,0.4894799443712487,2.4092738919427794,0.08708524294423925,0.25742845819535415,2.178501042652317,0.08383789819228755,0.12960193537720205
21,agreement,contract,4.476190476,0.3333333333333333,2.538973871058276,0.8571428571428571,7.124764358939113,0.9430050437579237,0.9307353428061625,7.6882224047388545,1.5538802392496298,0.9598283122150632,0.10769184519184519,1.2951243977338853,0.34649056653700616,1.3517390012807913,0.11366803346722287,0.15859915951331593,1.5525849661986835,0.1186253158436285,0.11985199863197317
22,aim,purpose,4.363636364,1.0,3.6375861597263857,1.0,6.259835187827932,1e+300,1.0,6.969969303047833,1e+300,1.0,0.1846819846819847,1.517118053263303,0.36794108669108677,1.4304601048866266,8.333333333333334e+298,0.21035901310857494,1.6402215759627776,8.333333333333334e+298,0.2198523666410611
23,aircraft,balloon,2.869565217,0.3333333333333333,2.538973871058276,0.9090909090909091,8.376555037615542,0.28376075361648834,0.8262040840990303,7.334943049801261,0.3001016285004132,0.8148990257628558,0.22916666666666666,2.048559244552413,0.7486631016042781,5.341201884533387,0.17363537891294717,0.5263712175967049,4.9141635677751,0.1854767964212409,0.5379883783360504
24,aircraft,yacht,2.434782609,0.25,2.2512917986064953,0.8571428571428571,7.221372397459038,0.1513397192799967,0.6861032519624335,6.472455023920082,0.16244861129490568,0.6777190408471016,0.25,2.2512917986064953,0.8571428571428571,7.221372397459038,0.1513397192799967,0.6861032519624335,6.472455023920082,0.16244861129490568,0.6777190408471016
25,alarm,horn,3.458333333,0.5,2.9444389791664407,0.9411764705882353,9.933000419909131,1.1041078500407473,0.956352062462212,11.765759848644574,1e+300,1.0,0.12319471229899036,1.316027678624775,0.35192576818575666,1.8118572525179284,0.12459292470899741,0.16967310363553836,1.9349715215577425,2.272727272727273e+298,0.05698290526032468
26,alarm,press,2.0,0.25,2.2512917986064953,0.8235294117647058,4.076481475394825,0.0881591027130647,0.41373472702034364,4.367585755674109,0.08722020427158474,0.38939096712855253,0.0949260201872431,1.1730906102225775,0.31705637924549174,1.2445310405679793,0.059769275800664365,0.12376173037892271,1.3502926984446684,0.023616586140031856,0.04542276915185615
27,algorithm,search,1.863636364,0.2,2.0281482472922856,0.75,3.143520233107207,0.059780162169664995,0.27317145675245014,3.3825552972316535,1e-300,6.765110594463307e-300,0.12508658008658008,1.48943914431242,0.5096491228070175,2.2046631125858402,0.05128691700338275,0.1826721649322193,2.3854966015734425,9e-301,4.094482143700554e-300
28,alien,stranger,3.428571429,1.0,3.6375861597263857,1.0,9.468387639298273,1e+300,1.0,8.932546504588359,1e+300,1.0,0.29732142857142857,1.9681167867525307,0.5425180598555212,3.522570454949665,1.6666666666666668e+299,0.36379706756088526,3.2149959811594706,1.6666666666666668e+299,0.286556861023527
29,alloy,metal,3.954545455,1.0,3.6375861597263857,1.0,9.31230831856461,1e+300,1.0,8.239399324028414,1e+300,1.0,0.3454545454545454,2.0362790452186754,0.5357142857142857,3.597655945499172,2.5e+299,0.41169883772447713,3.443531068430958,2.5e+299,0.3794170714247669
30,alphabet,script,3.5,0.5,2.9444389791664407,0.9333333333333333,11.521160933895947,0.5417626720578099,0.9258351144049448,1e+300,1e+300,1.0,0.1716269841269841,1.5647220986441257,0.47678182384064743,3.810308637958735,0.1421125954971604,0.3280145707890997,1.6666666666666668e+299,1.6666666666666668e+299,0.16666666666666666
31,aluminum,oxygen,1.608695652,0.25,2.2512917986064953,0.8,4.865991567880612,0.09464461272151843,0.47945940971978024,6.12385277770646,0.16844356063012755,0.6735277139135583,0.25,2.2512917986064953,0.8,4.865991567880612,0.09464461272151843,0.47945940971978024,6.12385277770646,0.16844356063012755,0.6735277139135583
32,amount,distance,1.958333333,0.3333333333333333,2.538973871058276,0.7692307692307693,5.2667250191954835,0.21949094520734275,0.6980673507201399,5.151034248440814,0.17578307977224333,0.6442457695772418,0.13082253394753393,1.5029480543182465,0.361426373191079,1.0386430456496232,0.08990750700961647,0.14985753845883884,1.1782394810154684,0.069512180004498,0.12654502077191718
33,amount,number,4.136363636,0.5,2.9444389791664407,0.9230769230769231,6.637561880936558,1.0760515604865126,0.9345751734786264,6.171048469042735,1.8353494353606241,0.9577203857648331,0.11830888907742972,1.3910627926677124,0.32279708556446524,0.7701687547662889,0.11720854331379513,0.12070977904231354,0.9029852969567205,0.10710530479347372,0.1166660628050536
34,amount,season,1.434782609,0.25,2.2512917986064953,0.6666666666666666,2.6911028053586055,0.19181095939947343,0.5079626458837879,2.9496479528505684,0.26231809097246717,0.6074570659014108,0.13888888888888887,1.5711736183313032,0.39999999999999997,1.1199476072629808,0.0916970749625885,0.17248144674072177,1.3219746107522232,0.10340932233074608,0.20748001103348332
35,amusement,athletics,2.6,0.3333333333333333,2.538973871058276,0.875,5.585431665158938,0.332284280534187,0.787771490241744,5.885226862243874,0.45726489869110226,0.8433145940221045,0.14278083028083027,1.5277983869862533,0.4776960784313726,2.0923278732909014,0.10712288773306351,0.2568925809528851,2.310027175074041,0.10889444137614941,0.21251283693918288
36,amusement,play,4.041666667,0.3333333333333333,2.538973871058276,0.875,5.585431665158938,0.31628439600698705,0.7794038051396823,5.885226862243874,0.2140492135522592,0.7158652084602831,0.1281581980111392,1.4583614118418922,0.4276219311253913,1.67704788751449,0.08953703462988498,0.20752889888415083,1.8713078969344326,0.06439456572627182,0.1764283810104045
37,amusement,procedure,1.454545455,0.25,2.2512917986064953,0.8,3.143520233107207,0.13886050421423712,0.46610332998146303,3.3825552972316535,0.14018523632485136,0.48675010164297877,0.11937957875457876,1.3915744298294586,0.4219362745098039,1.4500530325984236,0.0766691762075471,0.18428615625506106,1.6583243004521615,0.059044462520667376,0.15378357016975452
38,anatomy,creation,2.565217391,0.25,2.2512917986064953,0.7692307692307693,4.94037581120928,0.21125618639835034,0.6760997126083998,4.714770401576529,0.18666564574426783,0.6377036484533855,0.09071591988258654,1.1299776634173346,0.3146866568020156,1.2604195816622592,0.07105419644433802,0.1386729207364186,1.3360618977036975,0.07073380844095124,0.1454939000301465
39,animal,flora,2.0,0.3333333333333333,2.538973871058276,0.8571428571428571,2.2241504712318556,0.15513695320595391,0.4083175833200835,1.823051582955165,0.14514829498453413,0.34607427304540145,0.2121212121212121,1.8893323789931458,0.5119047619047619,1.1120752356159278,0.1165951784321039,0.20415879166004175,0.9115257914775825,0.11572636617873996,0.17303713652270072
40,animal,worm,2.72,0.3333333333333333,2.538973871058276,0.875,4.946011690719864,0.14680972151689017,0.5922104360242947,4.741110818190938,0.1910990072119528,0.6443866790434855,0.16243315508021391,1.6072160660386978,0.534109477124183,2.175498976292851,0.09151391089992444,0.2642941371774913,1.983438169431212,0.06832108653547234,0.21873810963230195
41,ankle,joint,4.227272727,0.25,2.2512917986064953,0.8,8.459246753460656,0.3151452687653108,0.8420666072978122,7.288423034166368,0.3950341574808934,0.8520349362663456,0.09742063492063491,1.1513133820710226,0.30198371746359365,1.9443805355460422,0.09349264565683062,0.18956135904904695,1.624313138619,0.09110360626990528,0.17123192738918136
42,anniversary,birthday,3.727272727,0.5,2.9444389791664407,0.9411764705882353,10.51435619448096,0.8484246900949288,0.9469250462744333,9.126702519029315,1.786940292891449,0.9702538048986691,0.3,2.1397200229493905,0.6705882352941177,6.602729499919783,0.4539297413315957,0.5946431547117421,6.038175235939942,0.9268186723403815,0.6263093011987728
43,answer,plea,2.44,0.5,2.9444389791664407,0.9333333333333333,9.113741779586322,0.3686227158945174,0.8704506225020612,1e+300,1e+300,1.0,0.1357309357309357,1.4599510273813154,0.4018939883645766,2.031337295704166,0.08210836254274594,0.1986258111415603,6.666666666666667e+298,6.666666666666667e+298,0.06666666666666667
44,apparel,dress,4.227272727,1.0,3.6375861597263857,1.0,9.22915795023244,1e+300,1.0,7.959097358874255,1e+300,1.0,0.5277777777777778,2.8092839431303855,0.9103313840155945,7.159815250174948,3.3333333333333335e+299,0.7889285021654909,6.565436440296641,3.3333333333333335e+299,0.8023243902437205
45,appearance,shadow,2.52173913,0.3333333333333333,2.538973871058276,0.875,8.61052799085996,0.9366977949543114,0.941626036517213,8.102198202514929,0.9102392266268364,0.9365074416758374,0.08950105661706965,1.1683966085023887,0.2592298926277254,0.7766612627999778,0.07535532177478224,0.08592291726842305,0.880810139240044,0.048773086895158885,0.07274487616254569
46,apple,bank,1.125,0.09090909090909091,1.2396908869280152,0.42105263157894735,1.5318337432196856,0.059189508749678814,0.15009729478434305,1.369590276578745,0.055874404101090465,0.11555825697698048,0.065596877537667,0.8838709097237955,0.22999732210800317,0.6933744529334346,0.05134825606813744,0.06642782305306,0.6246780908240914,0.009951082986296758,0.011194485013505858
47,apple,orange,3.47826087,0.25,2.2512917986064953,0.8571428571428571,9.613569649142772,0.24935613819900845,0.8274197325199729,9.46317475565053,0.16911996831007448,0.7302736858212975,0.09549024075339865,1.1075133288172652,0.3497313990357469,2.658955429886954,0.08321409792420854,0.23666643111911342,2.549873326207193,0.0261791974528842,0.08466784309628977
48,apple,pod,2.043478261,0.25,2.2512917986064953,0.8571428571428571,7.252568253227519,0.14421980830933395,0.6765772042847863,7.383733213970693,0.11410245570933435,0.6275611017864949,0.09272340952391261,1.12604404875983,0.3832310519381458,2.2900348796644425,0.061585157119617345,0.20144547953248731,2.197108090232775,0.014262806963666793,0.07844513772331187
49,appliance,dryer,3.333333333,0.5,2.9444389791664407,0.9473684210526315,8.46171284595585,0.2773162161873018,0.8243500188581265,8.770027575090584,0.3338082006953341,0.8541213827480734,0.3055555555555556,2.192400280778304,0.7514619883040936,5.383780788703541,0.16635831593370662,0.5139241134844387,5.631705830419762,0.19819359909946932,0.5459825772779303
50,appliance,refrigerator,4.227272727,0.25,2.2512917986064953,0.8571428571428571,8.46171284595585,0.45971818884997495,0.8861048693216853,8.770027575090584,1.0913566679372904,0.9503536215819923,0.17045454545454547,1.7454913427672554,0.6785714285714286,5.383780788703541,0.2599439458196002,0.5516582428517633,5.631705830419762,0.5816486237639614,0.6071917990084461
51,approach,swing,1.652173913,0.5,2.9444389791664407,0.9565217391304348,8.187078488896544,0.9547334088524585,0.9398783909698649,11.072612668084629,0.11955736828470899,0.5874310232552726,0.09375276818803938,1.1587571439667748,0.31631071380140346,1.3053375596327126,0.07336794374827774,0.13660091282917508,1.5508863070938304,0.017825322495511272,0.04061090309396779
52,approval,encouragement,2.863636364,0.5,2.9444389791664407,0.9090909090909091,6.842446844585486,0.3608645558238839,0.831604276429024,7.1706399985099845,0.5486874735330819,0.8872461999332836,0.15257427757427758,1.5742995958669572,0.4437287385816797,2.1939307110327664,0.0906777429478018,0.22681657382899026,2.3361482548546477,0.09039919223228116,0.1750280174775053
53,approving,interaction,2.0,0.14285714285714285,1.6916760106710724,0.625,2.3322377550841122,0.07837535448170677,0.2677103813576225,2.6043996588901104,0.08996964012938935,0.31909506650766417,0.10476190476190475,1.3106059846476241,0.375,1.1661188775420561,0.06365644878131489,0.13385519067881124,1.3021998294450552,0.044984820064694675,0.15954753325383209
54,arc,rainbow,3.347826087,0.5,2.9444389791664407,0.9333333333333333,10.231493408465129,0.38100048249361496,0.8863172311931946,11.072612668084629,1e+300,1.0,0.17086161387631973,1.5017291059099014,0.41034858387799567,3.193886389160719,0.1146457551115897,0.2756870905927982,3.410896757351738,1.6666666666666668e+299,0.29073942837008904
55,architecture,engineering,3.25,0.3333333333333333,2.538973871058276,0.8888888888888888,7.343540031433245,0.13918848950340065,0.6715142932970528,7.576105106618149,0.18575009903263498,0.7378441303752225,0.12311777275012568,1.3206574477155517,0.3573937908496732,1.7741375399606432,0.06308936637996604,0.16595661280463594,1.8716706358787605,0.04182558975259762,0.13507154751652317
56,area,patio,2.545454545,0.5,2.9444389791664407,0.9333333333333333,5.142109443153549,0.15544560030155863,0.6151828199809009,5.589892578538813,0.18239121889639254,0.6709546368690953,0.15271765271765272,1.436679656469667,0.3412698412698412,1.2056490398454067,0.07354730725642611,0.14211557307952336,1.2289094410478105,0.07743903078002286,0.1464754933623442
57,area,region,4.318181818,1.0,3.6375861597263857,1.0,7.269662686586819,1e+300,1.0,7.722708580810024,1e+300,1.0,0.15139767639767635,1.504026943543115,0.3244255744255744,0.864647484584907,3.3333333333333335e+298,0.140384684870903,0.8814077412451183,3.3333333333333335e+298,0.10795198335087462
58,argument,evidence,3.045454545,0.5,2.9444389791664407,0.9090909090909091,5.819485941579311,0.5319368906723349,0.8609411215623795,6.268591623351372,0.5993310882011627,0.8825453412792831,0.1279672708244137,1.4756061964066345,0.41850730968378036,1.9179783194828008,0.10168707081886133,0.2404437838331416,2.1837095965883724,0.08437508220633144,0.19470450553957855
59,argument,indication,1.772727273,0.3333333333333333,2.538973871058276,0.8,5.520658405297529,0.45897881581670547,0.8351937355221193,5.985016332852245,0.5122682825409416,0.859784282407222,0.10638726353012068,1.3394597230484886,0.3865600186829731,1.7954993603983438,0.08243629448244717,0.20609570982387013,2.0340775468929655,0.03618158628573926,0.07798941821985816
60,arm,arrow,2.230769231,0.3333333333333333,2.538973871058276,0.9,6.763495573011339,0.2552378178204545,0.7754121037203136,5.817724859463929,0.20621011236952183,0.7058258882978266,0.0951014177600865,1.1234723006088456,0.30957055070832157,1.4041385695133586,0.07408382489777786,0.1501860435075761,1.3804882971729666,0.07179590838457374,0.1440501737528225
61,arm,missile,2.772727273,0.5,2.9444389791664407,0.9473684210526315,6.763495573011339,0.6365867337415679,0.8959536706191684,5.817724859463929,0.6233521812381527,0.8788316897530559,0.16087962962962965,1.4992531002183582,0.5068226120857701,2.708905604377088,0.14857045313304112,0.32312041232903704,2.631073789337137,0.14375452021758847,0.3182488743238145
62,armor,mail,1.913043478,0.3333333333333333,2.538973871058276,0.8888888888888888,10.322465186670856,2.7859414182531763,0.9829105303420088,10.379465487524683,0.058280298187820906,0.22518480149999245,0.10346369316957553,1.258450789370231,0.3019518819673619,1.315982233767174,0.2316048997908885,0.12183024307474857,1.3362033944367953,0.010397842110098808,0.015012320099999497
63,army,legion,3.285714286,0.5,2.9444389791664407,0.9411764705882353,9.167282546514352,0.7423499090116487,0.9315568349925681,7.5610672292536085,0.3219491750128939,0.8296004097692525,0.1704365079365079,1.7647202185610176,0.6226384998443822,4.26374009475834,0.13048910217023443,0.408811435766085,4.249991682927273,0.049322739469337996,0.17446445968029364
64,aroma,fragrance,4.681818182,1.0,3.6375861597263857,1.0,11.031612708577242,1e+300,1.0,9.97400037941652,1e+300,1.0,0.4150641025641026,2.2018353627740153,0.606439393939394,5.544702882729581,2.5e+299,0.5065286488298036,5.164884139637846,2.5e+299,0.270402831094666
65,aroma,smell,4.19047619,1.0,3.6375861597263857,1.0,9.954740406545538,1e+300,1.0,9.126702519029315,1e+300,1.0,0.22251082251082255,1.629519049044697,0.45433141677723726,2.924590060982858,1e+299,0.2905925631591872,2.8909713390167906,1e+299,0.248780093398198
66,arrangement,blizzard,1.25,0.25,2.2512917986064953,0.7272727272727273,5.609793920525827,0.1501821390540003,0.6275579831602816,5.585743194992002,0.05763189491337675,1.1171486389984004e-299,0.09275854864090156,1.17020660712266,0.24255980589184922,0.7159116633345576,0.05991884289509034,0.07685301238427578,0.7902356121046563,0.025039663453481867,1.5804712242093123e-300
67,arrangement,room,2.380952381,0.3333333333333333,2.538973871058276,0.8,5.325682005382751,0.3571746589881039,0.7918573473780525,6.272698405304026,0.3768844100469651,0.8254240072487818,0.10725364300731947,1.316306379276986,0.2954795068765657,0.7383601257457383,0.08475957876924689,0.09991191273781454,0.9006481173401539,0.06170050762785464,0.07422086385725594
68,article,girl,1.208333333,0.125,1.55814461804655,0.5333333333333333,1.5318337432196856,0.08465552422298225,0.20594359295239797,1.369590276578745,0.0810456514202217,0.18166850531232467,0.0898176823176823,1.2067691870139212,0.3109553436759319,0.7659168716098428,0.06713908992778662,0.09713475926311628,0.6847951382893726,0.04893295398974275,0.08175252572132374
69,artillery,gun,3.541666667,1.0,3.6375861597263857,1.0,9.250664155453402,1e+300,1.0,7.915612246934516,1e+300,1.0,0.11869744974012997,1.12531793179424,0.2841703933035203,1.1912302705968916,4.761904761904762e+298,0.12974765779213732,1.1606578153249174,4.761904761904762e+298,0.09527898490226445
70,aspen,maple,2.791666667,0.25,2.2512917986064953,0.88,8.867177954064013,0.11870485600954594,0.6779547980471401,8.993171126404793,1e-300,1.7986342252809583e-299,0.1527777777777778,1.4992531002183582,0.5352380952380953,4.834468534508956,0.07960467027638428,0.3694716470697435,4.80376753789585,1e-300,9.6075350757917e-300
71,ass,donkey,4.85,0.5,2.9444389791664407,0.967741935483871,9.637286175760087,0.24182822778190352,0.8233569980021077,1e+300,1e+300,1.0,0.09489082182580633,0.9602093526250677,0.25059602824566524,1.3460807400597004,0.05894558350963792,0.11158264795775402,8.333333333333334e+298,8.333333333333334e+298,0.08333333333333333
72,assembly,crowd,3.363636364,0.3333333333333333,2.538973871058276,0.8333333333333334,4.940667803327567,0.19089718510406875,0.6535379674920071,5.44679173489814,0.24196579102424853,0.7249630072146225,0.12935490435490438,1.423030277082524,0.3142773892773893,1.0221877031871853,0.0745399531813689,0.12735448664989377,1.1676042325006148,0.07004491504626195,0.14172787832915748
73,assets,capital,4.090909091,0.5,2.9444389791664407,0.9090909090909091,5.175616913434008,0.32978099709762315,0.7734296517550809,5.678985121732268,0.45135036256135425,0.8367726422354993,0.1409163752913753,1.4239720001194045,0.30543935231435226,0.8705380671409159,0.09678033892193996,0.12322316070122616,1.0021544514863239,0.07427539505106656,0.12955411638252462
74,assets,credit,3.47826087,0.5,2.9444389791664407,0.9090909090909091,5.175616913434008,0.3390262972832076,0.7782380804507221,5.678985121732268,0.23282804367479037,0.7256104749238389,0.12050588300588301,1.388407711683253,0.3445198592257416,1.0658409178832962,0.08831209487057085,0.14255428231485515,1.2663872154904863,0.06450260808170329,0.13344913024072957
75,assets,income,4.038461538,0.2,2.0281482472922856,0.7142857142857143,5.175616913434008,0.6975137820459889,0.8783473969106855,5.678985121732268,0.6257280513337085,0.8766498177469242,0.14545454545454545,1.6339195671101505,0.5,2.8859230606658905,0.3904401849711382,0.48438480340752665,3.229200975892521,0.3516872789413066,0.49230969319561946
76,association,organization,4.362318841,0.5,2.9444389791664407,0.9090909090909091,4.52385364840917,0.3641427196418867,0.739932110118453,4.525110154389108,0.28755258265793227,0.6912893132436491,0.11919593303521876,1.4389896053949023,0.3569825453491419,1.0111012334057146,0.07658576186783887,0.12861740615193448,1.1583808845857053,0.04095397928091328,0.09062799690030694
77,athlete,participant,3.458333333,0.3333333333333333,2.538973871058276,0.6666666666666666,5.394521608419713,0.6527048320835697,0.8756537603212995,5.991208303100166,0.6025132770327957,0.8783390619455669,0.25,2.1924002807783034,0.6491228070175439,3.864033426077703,0.3724455744741817,0.588235663379274,3.9472554743833017,0.3378878334573771,0.5482027407736065
78,athletics,racing,3.826086957,0.5,2.9444389791664407,0.9411764705882353,7.432975652034382,0.25074585462098087,0.7884750935853448,6.882957926058204,0.204800443649844,0.7381695630994023,0.25132275132275134,2.02549219074256,0.7026143790849674,4.204274534309178,0.1230696624314148,0.41762131581625045,4.17321454136675,0.08778584752627246,0.31567482841436906
79,athletics,swimming,3.45,0.3333333333333333,2.538973871058276,0.8888888888888888,7.432975652034382,0.43878238293926974,0.8670728484038824,6.882957926058204,0.28599966750267436,0.7974497857169195,0.18611111111111112,1.810706518612389,0.6636853571838092,4.204274534309178,0.1902010177695971,0.4567429335933162,4.17321454136675,0.11657674923555816,0.34021285999447026
80,attitude,notice,1.486486486,0.16666666666666666,1.845826690498331,0.6153846153846154,2.644520854456544,0.11308808516782676,0.3742677365189948,2.775318297817712,0.09482767130636796,0.3448439630747632,0.09671381664553935,1.2658762747276973,0.3357315156463764,1.0088971725523959,0.06495737016071362,0.11575257023847031,1.195251463541434,0.039866848025333815,0.09492249248304711
81,attitude,study,1.88,0.2,2.0281482472922856,0.6666666666666666,3.143520233107207,0.1577495932429786,0.45484603605469476,3.3825552972316535,0.16097658391426836,0.47188375599209104,0.0868190245212304,1.1472016747980858,0.27438909903306186,0.8104375927782798,0.07217705002346672,0.10540258676317708,0.9353104252578429,0.044023887699731444,0.09020426055632684
82,attorney,lawyer,4.681818182,1.0,3.6375861597263857,1.0,8.413510744137971,1e+300,1.0,8.102198202514929,1e+300,1.0,1.0,3.6375861597263857,1.0,8.413510744137971,1e+300,1.0,8.102198202514929,1e+300,1.0
